subject_id,fold_id,model_name,n_train,n_test,train_class_counts,test_class_counts,feature_band,n_csp_components,accuracy,balanced_accuracy,confusion_matrix,prediction_histogram,roc_auc,n_filter_bands,n_csp_components_per_band
35,1,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.5,0.5,"[[2, 2], [2, 2]]","[4, 4]",0.3125,9.0,4.0
35,2,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.5,0.5,"[[1, 3], [1, 3]]","[2, 6]",0.375,,
35,2,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.75,0.75,"[[3, 1], [1, 3]]","[4, 4]",0.875,9.0,4.0
35,3,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.375,0.375,"[[0, 4], [1, 3]]","[1, 7]",0.0,,
35,3,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.375,0.375,"[[2, 2], [3, 1]]","[5, 3]",0.1875,9.0,4.0
35,4,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.125,0.125,"[[1, 3], [4, 0]]","[5, 3]",0.25,,
35,4,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.5,0.5,"[[2, 2], [2, 2]]","[4, 4]",0.4375,9.0,4.0
35,5,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.375,0.375,"[[1, 3], [2, 2]]","[3, 5]",0.25,,
35,5,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.625,0.625,"[[3, 1], [2, 2]]","[5, 3]",0.4375,9.0,4.0
36,1,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.25,0.25,"[[1, 3], [3, 1]]","[4, 4]",0.1875,,
36,1,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.375,0.375,"[[2, 2], [3, 1]]","[5, 3]",0.4375,9.0,4.0
36,2,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.25,0.25,"[[2, 2], [4, 0]]","[6, 2]",0.25,,
36,2,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.375,0.375,"[[1, 3], [2, 2]]","[3, 5]",0.375,9.0,4.0
36,3,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.375,0.375,"[[0, 4], [1, 3]]","[1, 7]",0.1875,,
36,3,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.5,0.5,"[[0, 4], [0, 4]]","[0, 8]",0.5,9.0,4.0
36,4,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.5,0.5,"[[3, 1], [3, 1]]","[6, 2]",0.75,,
36,4,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.625,0.625,"[[3, 1], [2, 2]]","[5, 3]",0.625,9.0,4.0
36,5,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.375,0.375,"[[2, 2], [3, 1]]","[5, 3]",0.375,,
36,5,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.5,0.5,"[[2, 2], [2, 2]]","[4, 4]",0.625,9.0,4.0
37,1,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.75,0.75,"[[2, 2], [0, 4]]","[2, 6]",0.875,,
37,1,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.875,0.875,"[[4, 0], [1, 3]]","[5, 3]",0.9375,9.0,4.0
37,2,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.625,0.625,"[[3, 1], [2, 2]]","[5, 3]",0.8125,,
37,2,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.75,0.75,"[[4, 0], [2, 2]]","[6, 2]",0.875,9.0,4.0
37,3,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.75,0.75,"[[4, 0], [2, 2]]","[6, 2]",0.8125,,
37,3,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.75,0.75,"[[2, 2], [0, 4]]","[2, 6]",0.5625,9.0,4.0
37,4,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.625,0.625,"[[2, 2], [1, 3]]","[3, 5]",0.6875,,
37,4,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.5,0.5,"[[1, 3], [1, 3]]","[2, 6]",0.5625,9.0,4.0
37,5,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.625,0.625,"[[2, 2], [1, 3]]","[3, 5]",0.8125,,
37,5,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.75,0.75,"[[3, 1], [1, 3]]","[4, 4]",0.9375,9.0,4.0
38,1,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.375,0.375,"[[1, 3], [2, 2]]","[3, 5]",0.4375,,
38,1,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.5,0.5,"[[3, 1], [3, 1]]","[6, 2]",0.625,9.0,4.0
38,2,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.5,0.5,"[[2, 2], [2, 2]]","[4, 4]",0.5,,
38,2,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.625,0.625,"[[2, 2], [1, 3]]","[3, 5]",0.4375,9.0,4.0
38,3,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.375,0.375,"[[1, 3], [2, 2]]","[3, 5]",0.25,,
38,3,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.5,0.5,"[[1, 3], [1, 3]]","[2, 6]",0.5,9.0,4.0
38,4,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.5,0.5,"[[2, 2], [2, 2]]","[4, 4]",0.375,,
38,4,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.375,0.375,"[[1, 3], [2, 2]]","[3, 5]",0.3125,9.0,4.0
38,5,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.25,0.25,"[[2, 2], [4, 0]]","[6, 2]",0.0625,,
38,5,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.625,0.625,"[[2, 2], [1, 3]]","[3, 5]",0.5,9.0,4.0
39,1,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.625,0.625,"[[2, 2], [1, 3]]","[3, 5]",0.625,,
39,1,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.625,0.625,"[[2, 2], [1, 3]]","[3, 5]",0.625,9.0,4.0
39,2,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.75,0.75,"[[4, 0], [2, 2]]","[6, 2]",0.6875,,
39,2,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.875,0.875,"[[3, 1], [0, 4]]","[3, 5]",0.75,9.0,4.0
39,3,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.5,0.5,"[[2, 2], [2, 2]]","[4, 4]",0.375,,
39,3,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.5,0.5,"[[2, 2], [2, 2]]","[4, 4]",0.3125,9.0,4.0
39,4,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.625,0.625,"[[3, 1], [2, 2]]","[5, 3]",0.5625,,
39,4,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.5,0.5,"[[2, 2], [2, 2]]","[4, 4]",0.625,9.0,4.0
39,5,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.5,0.5,"[[2, 2], [2, 2]]","[4, 4]",0.6875,,
39,5,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.25,0.25,"[[1, 3], [3, 1]]","[4, 4]",0.0625,9.0,4.0
40,1,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.375,0.375,"[[3, 1], [4, 0]]","[7, 1]",0.1875,,
40,1,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.75,0.75,"[[3, 1], [1, 3]]","[4, 4]",0.75,9.0,4.0
40,2,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.75,0.75,"[[2, 2], [0, 4]]","[2, 6]",0.75,,
40,2,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.25,0.25,"[[0, 4], [2, 2]]","[2, 6]",0.375,9.0,4.0
40,3,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.875,0.875,"[[4, 0], [1, 3]]","[5, 3]",0.9375,,
40,3,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.75,0.75,"[[4, 0], [2, 2]]","[6, 2]",0.9375,9.0,4.0
40,4,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.75,0.75,"[[4, 0], [2, 2]]","[6, 2]",0.875,,
40,4,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.625,0.625,"[[2, 2], [1, 3]]","[3, 5]",0.8125,9.0,4.0
40,5,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,1.0,1.0,"[[4, 0], [0, 4]]","[4, 4]",1.0,,
40,5,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.5,0.5,"[[2, 2], [2, 2]]","[4, 4]",0.5,9.0,4.0
41,1,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.0,0.0,"[[0, 4], [4, 0]]","[4, 4]",0.0,,
41,1,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.5,0.5,"[[2, 2], [2, 2]]","[4, 4]",0.4375,9.0,4.0
41,2,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.75,0.75,"[[3, 1], [1, 3]]","[4, 4]",0.625,,
41,2,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.375,0.375,"[[1, 3], [2, 2]]","[3, 5]",0.5625,9.0,4.0
41,3,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.5,0.5,"[[2, 2], [2, 2]]","[4, 4]",0.5,,
41,3,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.625,0.625,"[[2, 2], [1, 3]]","[3, 5]",0.5,9.0,4.0
41,4,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.5,0.5,"[[3, 1], [3, 1]]","[6, 2]",0.625,,
41,4,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.125,0.125,"[[1, 3], [4, 0]]","[5, 3]",0.1875,9.0,4.0
41,5,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.375,0.375,"[[1, 3], [2, 2]]","[3, 5]",0.625,,
41,5,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.125,0.125,"[[1, 3], [4, 0]]","[5, 3]",0.25,9.0,4.0
42,1,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.625,0.625,"[[3, 1], [2, 2]]","[5, 3]",0.75,,
42,1,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.5,0.5,"[[2, 2], [2, 2]]","[4, 4]",0.4375,9.0,4.0
42,2,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.375,0.375,"[[0, 4], [1, 3]]","[1, 7]",0.4375,,
42,2,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.375,0.375,"[[2, 2], [3, 1]]","[5, 3]",0.1875,9.0,4.0
42,3,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.875,0.875,"[[4, 0], [1, 3]]","[5, 3]",0.8125,,
42,3,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.625,0.625,"[[4, 0], [3, 1]]","[7, 1]",0.75,9.0,4.0
42,4,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.625,0.625,"[[3, 1], [2, 2]]","[5, 3]",0.625,,
42,4,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.5,0.5,"[[2, 2], [2, 2]]","[4, 4]",0.5625,9.0,4.0
42,5,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.625,0.625,"[[2, 2], [1, 3]]","[3, 5]",0.75,,
42,5,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.5,0.5,"[[1, 3], [1, 3]]","[2, 6]",0.375,9.0,4.0
43,1,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.5,0.5,"[[2, 2], [2, 2]]","[4, 4]",0.6875,,
43,1,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.375,0.375,"[[2, 2], [3, 1]]","[5, 3]",0.3125,9.0,4.0
43,2,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.625,0.625,"[[3, 1], [2, 2]]","[5, 3]",0.625,,
43,2,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.375,0.375,"[[1, 3], [2, 2]]","[3, 5]",0.625,9.0,4.0
43,3,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.5,0.5,"[[3, 1], [3, 1]]","[6, 2]",0.6875,,
43,3,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.5,0.5,"[[1, 3], [1, 3]]","[2, 6]",0.375,9.0,4.0
43,4,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.375,0.375,"[[2, 2], [3, 1]]","[5, 3]",0.375,,
43,4,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.625,0.625,"[[3, 1], [2, 2]]","[5, 3]",0.625,9.0,4.0
43,5,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.375,0.375,"[[2, 2], [3, 1]]","[5, 3]",0.5625,,
43,5,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.375,0.375,"[[2, 2], [3, 1]]","[5, 3]",0.625,9.0,4.0
44,1,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.875,0.875,"[[4, 0], [1, 3]]","[5, 3]",0.875,,
44,1,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.75,0.75,"[[3, 1], [1, 3]]","[4, 4]",0.875,9.0,4.0
44,2,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.375,0.375,"[[3, 1], [4, 0]]","[7, 1]",0.375,,
44,2,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.625,0.625,"[[3, 1], [2, 2]]","[5, 3]",0.6875,9.0,4.0
44,3,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.5,0.5,"[[1, 3], [1, 3]]","[2, 6]",0.5,,
44,3,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.625,0.625,"[[2, 2], [1, 3]]","[3, 5]",0.6875,9.0,4.0
44,4,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.5,0.5,"[[3, 1], [3, 1]]","[6, 2]",0.625,,
44,4,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.75,0.75,"[[2, 2], [0, 4]]","[2, 6]",0.875,9.0,4.0
44,5,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.75,0.75,"[[2, 2], [0, 4]]","[2, 6]",0.75,,
44,5,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.875,0.875,"[[4, 0], [1, 3]]","[5, 3]",1.0,9.0,4.0
45,1,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.625,0.625,"[[3, 1], [2, 2]]","[5, 3]",0.5625,,
45,1,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.75,0.75,"[[3, 1], [1, 3]]","[4, 4]",0.6875,9.0,4.0
45,2,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.75,0.75,"[[2, 2], [0, 4]]","[2, 6]",1.0,,
45,2,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.5,0.5,"[[0, 4], [0, 4]]","[0, 8]",0.875,9.0,4.0
45,3,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.375,0.375,"[[1, 3], [2, 2]]","[3, 5]",0.3125,,
45,3,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.75,0.75,"[[3, 1], [1, 3]]","[4, 4]",0.75,9.0,4.0
45,4,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.75,0.75,"[[2, 2], [0, 4]]","[2, 6]",0.9375,,
45,4,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.75,0.75,"[[3, 1], [1, 3]]","[4, 4]",0.9375,9.0,4.0
45,5,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.375,0.375,"[[0, 4], [1, 3]]","[1, 7]",0.3125,,
45,5,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.875,0.875,"[[4, 0], [1, 3]]","[5, 3]",0.9375,9.0,4.0
46,1,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.0,0.0,"[[0, 4], [4, 0]]","[4, 4]",0.0,,
46,1,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.75,0.75,"[[3, 1], [1, 3]]","[4, 4]",0.75,9.0,4.0
46,2,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.5,0.5,"[[2, 2], [2, 2]]","[4, 4]",0.4375,,
46,2,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.375,0.375,"[[2, 2], [3, 1]]","[5, 3]",0.5,9.0,4.0
46,3,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.5,0.5,"[[2, 2], [2, 2]]","[4, 4]",0.25,,
46,3,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.5,0.5,"[[3, 1], [3, 1]]","[6, 2]",0.4375,9.0,4.0
46,4,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.625,0.625,"[[3, 1], [2, 2]]","[5, 3]",0.6875,,
46,4,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.75,0.75,"[[3, 1], [1, 3]]","[4, 4]",0.8125,9.0,4.0
46,5,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.625,0.625,"[[3, 1], [2, 2]]","[5, 3]",0.4375,,
46,5,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.25,0.25,"[[1, 3], [3, 1]]","[4, 4]",0.375,9.0,4.0
47,1,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.125,0.125,"[[1, 3], [4, 0]]","[5, 3]",0.0625,,
47,1,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.625,0.625,"[[3, 1], [2, 2]]","[5, 3]",0.5625,9.0,4.0
47,2,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.25,0.25,"[[1, 3], [3, 1]]","[4, 4]",0.375,,
47,2,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.375,0.375,"[[2, 2], [3, 1]]","[5, 3]",0.25,9.0,4.0
47,3,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.5,0.5,"[[2, 2], [2, 2]]","[4, 4]",0.5,,
47,3,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.25,0.25,"[[0, 4], [2, 2]]","[2, 6]",0.5,9.0,4.0
47,4,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.375,0.375,"[[1, 3], [2, 2]]","[3, 5]",0.5,,
47,4,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.375,0.375,"[[2, 2], [3, 1]]","[5, 3]",0.3125,9.0,4.0
47,5,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.75,0.75,"[[3, 1], [1, 3]]","[4, 4]",0.875,,
47,5,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.25,0.25,"[[2, 2], [4, 0]]","[6, 2]",0.25,9.0,4.0
48,1,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.5,0.5,"[[1, 3], [1, 3]]","[2, 6]",0.8125,,
48,1,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.5,0.5,"[[1, 3], [1, 3]]","[2, 6]",0.375,9.0,4.0
48,2,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.5,0.5,"[[2, 2], [2, 2]]","[4, 4]",0.5,,
48,2,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.25,0.25,"[[1, 3], [3, 1]]","[4, 4]",0.1875,9.0,4.0
48,3,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.5,0.5,"[[3, 1], [3, 1]]","[6, 2]",0.4375,,
48,3,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.375,0.375,"[[0, 4], [1, 3]]","[1, 7]",0.375,9.0,4.0
48,4,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.5,0.5,"[[2, 2], [2, 2]]","[4, 4]",0.3125,,
48,4,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.625,0.625,"[[2, 2], [1, 3]]","[3, 5]",0.625,9.0,4.0
48,5,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.375,0.375,"[[2, 2], [3, 1]]","[5, 3]",0.375,,
48,5,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.625,0.625,"[[2, 2], [1, 3]]","[3, 5]",0.4375,9.0,4.0
49,1,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.5,0.5,"[[2, 2], [2, 2]]","[4, 4]",0.5,,
49,1,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.625,0.625,"[[1, 3], [0, 4]]","[1, 7]",0.5625,9.0,4.0
49,2,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.25,0.25,"[[2, 2], [4, 0]]","[6, 2]",0.1875,,
49,2,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.25,0.25,"[[1, 3], [3, 1]]","[4, 4]",0.1875,9.0,4.0
49,3,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.375,0.375,"[[2, 2], [3, 1]]","[5, 3]",0.3125,,
49,3,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.5,0.5,"[[2, 2], [2, 2]]","[4, 4]",0.375,9.0,4.0
49,4,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.375,0.375,"[[0, 4], [1, 3]]","[1, 7]",0.5,,
49,4,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.75,0.75,"[[3, 1], [1, 3]]","[4, 4]",0.625,9.0,4.0
49,5,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.75,0.75,"[[3, 1], [1, 3]]","[4, 4]",0.6875,,
49,5,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.625,0.625,"[[2, 2], [1, 3]]","[3, 5]",0.625,9.0,4.0
50,1,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.0,0.0,"[[0, 4], [4, 0]]","[4, 4]",0.0,,
50,1,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.125,0.125,"[[0, 4], [3, 1]]","[3, 5]",0.1875,9.0,4.0
50,2,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.25,0.25,"[[1, 3], [3, 1]]","[4, 4]",0.375,,
50,2,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.5,0.5,"[[2, 2], [2, 2]]","[4, 4]",0.3125,9.0,4.0
50,3,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.25,0.25,"[[0, 4], [2, 2]]","[2, 6]",0.25,,
50,3,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.625,0.625,"[[3, 1], [2, 2]]","[5, 3]",0.6875,9.0,4.0
50,4,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.625,0.625,"[[2, 2], [1, 3]]","[3, 5]",0.875,,
50,4,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.625,0.625,"[[3, 1], [2, 2]]","[5, 3]",0.4375,9.0,4.0
50,5,CSP_LDA,32,8,"[16, 16]","[4, 4]","[8.0, 30.0]",4.0,0.375,0.375,"[[3, 1], [4, 0]]","[7, 1]",0.375,,
50,5,FBCSP_LDA,32,8,"[16, 16]","[4, 4]",,,0.375,0.375,"[[2, 2], [3, 1]]","[5, 3]",0.4375,9.0,4.0
